loggingTime,loggingSample,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ
2015-04-16 19:56:20.434,1,47327.950354375,-0.6363372802734375,0.7937469482421875,-0.00787353515625
2015-04-16 19:56:20.435,2,47327.96007741667,-0.63824462890625,0.7927703857421875,-0.00982666015625
2015-04-16 19:56:20.436,3,47327.96979654167,-0.636322021484375,0.788055419921875,-0.0098114013671875
2015-04-16 19:56:20.436,4,47327.97951379167,-0.6512908935546875,0.7669219970703125,-0.0085906982421875
2015-04-16 19:56:20.437,5,47327.98923229167,-0.6835174560546875,0.6998138427734375,0.024444580078125
2015-04-16 19:56:20.437,6,47327.998949125,-0.6122589111328125,0.858734130859375,-0.0133514404296875
2015-04-16 19:56:20.438,7,47328.008665875,-0.641937255859375,0.911956787109375,-0.0820770263671875
2015-04-16 19:56:20.440,8,47328.01838495833,-0.6227264404296875,0.916839599609375,-0.0567474365234375
2015-04-16 19:56:20.450,9,47328.02810800001,-0.749359130859375,0.8204498291015625,0.1286163330078125
2015-04-16 19:56:20.470,10,47328.037826125,-0.63427734375,0.8105010986328125,0.0882568359375
2015-04-16 19:56:20.498,11,47328.04754120834,-0.6726226806640625,0.7931365966796875,0.04058837890625
2015-04-16 19:56:20.498,12,47328.05726158334,-0.6281280517578125,0.7803497314453125,0.0323638916015625
2015-04-16 19:56:20.499,13,47328.06698037501,-0.6544647216796875,0.75244140625,0.030792236328125
2015-04-16 19:56:20.499,14,47328.07669970833,-0.658599853515625,0.7895355224609375,0.025726318359375
2015-04-16 19:56:20.508,15,47328.08641620834,-0.6520843505859375,0.7839508056640625,0.0129241943359375
2015-04-16 19:56:20.518,16,47328.09613470834,-0.635284423828125,0.788970947265625,-0.0019683837890625
2015-04-16 19:56:20.528,17,47328.10596275,-0.6483306884765625,0.7678680419921875,0.000213623046875
2015-04-16 19:56:20.537,18,47328.11557229167,-0.6381683349609375,0.7889556884765625,-0.005859375
2015-04-16 19:56:20.548,19,47328.12533825,-0.6429290771484375,0.7784576416015625,-0.0136260986328125
2015-04-16 19:56:20.569,20,47328.13512045833,-0.6485595703125,0.7755279541015625,-0.0125885009765625
2015-04-16 19:56:20.596,21,47328.144732875,-0.6599273681640625,0.779205322265625,-0.0095367431640625
2015-04-16 19:56:20.597,22,47328.15444779167,-0.642120361328125,0.7965545654296875,-0.0147247314453125
2015-04-16 19:56:20.597,23,47328.16416316667,-0.6345062255859375,0.7880859375,-0.0167083740234375
2015-04-16 19:56:20.599,24,47328.17388675,-0.636199951171875,0.77471923828125,-0.007781982421875
2015-04-16 19:56:20.605,25,47328.183712625,-0.6485748291015625,0.788818359375,-0.004791259765625
2015-04-16 19:56:20.616,26,47328.19332670834,-0.6552886962890625,0.7963714599609375,-0.008697509765625
2015-04-16 19:56:20.626,27,47328.20314729167,-0.6238861083984375,0.773895263671875,-0.0088958740234375
2015-04-16 19:56:20.635,28,47328.212757,-0.6370391845703125,0.7794036865234375,0.00299072265625
2015-04-16 19:56:20.645,29,47328.2225875,-0.6370849609375,0.7917633056640625,0.0068511962890625
2015-04-16 19:56:20.653,30,47328.232196875,-0.6466522216796875,0.804046630859375,0.004913330078125
2015-04-16 19:56:20.670,31,47328.24191366667,-0.62554931640625,0.7794952392578125,0.01171875
2015-04-16 19:56:20.700,32,47328.251634375,-0.642730712890625,0.793609619140625,0.0098419189453125
2015-04-16 19:56:20.701,33,47328.26135333334,-0.63519287109375,0.7936859130859375,0.0078125
2015-04-16 19:56:20.701,34,47328.27107812501,-0.6381378173828125,0.7974853515625,0.0019378662109375
2015-04-16 19:56:20.702,35,47328.28079233334,-0.632354736328125,0.7918243408203125,0.005828857421875
2015-04-16 19:56:20.715,36,47328.29061920834,-0.6324615478515625,0.8013458251953125,0.003814697265625
2015-04-16 19:56:20.722,37,47328.30023366667,-0.630584716796875,0.793792724609375,-0.003021240234375
2015-04-16 19:56:20.732,38,47328.3099555,-0.6296844482421875,0.7899932861328125,-0.0089263916015625
2015-04-16 19:56:20.741,39,47328.31967216667,-0.633514404296875,0.7928314208984375,-0.0098724365234375
2015-04-16 19:56:20.750,40,47328.32941541667,-0.6327056884765625,0.80426025390625,-0.01385498046875
2015-04-16 19:56:20.771,41,47328.33910870834,-0.6278839111328125,0.7976531982421875,-0.0119171142578125
2015-04-16 19:56:20.802,42,47328.34882545834,-0.6277923583984375,0.79193115234375,-0.0079498291015625
2015-04-16 19:56:20.802,43,47328.35855579167,-0.623992919921875,0.794830322265625,-0.0060272216796875
2015-04-16 19:56:20.803,44,47328.36826666667,-0.6250457763671875,0.801483154296875,-0.0090179443359375
2015-04-16 19:56:20.803,45,47328.37798291667,-0.628814697265625,0.8033294677734375,-0.00701904296875
2015-04-16 19:56:20.810,46,47328.38782808334,-0.6278228759765625,0.80523681640625,-0.00213623046875
2015-04-16 19:56:20.819,47,47328.397423,-0.622039794921875,0.8014678955078125,0.00372314453125
2015-04-16 19:56:20.830,48,47328.40728079167,-0.619140625,0.7986297607421875,0.00567626953125
2015-04-16 19:56:20.839,49,47328.41697883334,-0.6239776611328125,0.8061981201171875,0.0027313232421875
2015-04-16 19:56:20.847,50,47328.42657983334,-0.6258392333984375,0.803314208984375,0.0037384033203125
2015-04-16 19:56:20.870,51,47328.43630575,-0.6220855712890625,0.805267333984375,0.002716064453125
2015-04-16 19:56:20.899,52,47328.44602104167,-0.6201324462890625,0.8033905029296875,0.005645751953125
